id	name
965	myriocin
966	2-aminotetralin
967	beta-alanine
968	BRL-50481
969	amiodarone
970	anacardic-acid
971	andarine
972	androstanol
973	strophanthidin
974	androstenol
975	safinamide
976	IM-12
977	APO-866
978	ascorbic-acid
979	sirolimus
980	tocainide
981	ataluren
982	auraptene
983	axitinib
984	tolbutamide
985	HDAC1-selective
986	AZD-7545
987	BG-1002
988	novobiocin
989	BG-1012
990	ramifenazone
991	dovitinib
992	BG-1014
993	STF-62247
994	KM-00927
995	BG-1015
996	resorcinol
997	BG-1018
998	BG-1019
999	BG-1028
1000	BG-1020
1001	adenosine-phosphate
1002	VEGF-receptor-2-kinase-inhibitor-IV
1003	BG-1021
1004	BG-1022
1005	BG-1023
1006	ellipticine
1007	tryptophan
1008	terconazole
1009	XMD-132
1010	dipyridamole
1011	allopurinol
1012	bimatoprost
1013	DAC-012
1014	BIX-01338
1015	BL-050
1016	BL-077
1017	methylergometrine
1018	tebuthiuron
1019	alrestatin
1020	paclitaxel
1021	BMS-641988
1022	cediranib
1023	perindopril
1024	bortezomib
1025	phenelzine
1026	BOX-5
1027	acetamide
1028	alcuronium
1029	PP242
1030	cefalotin
1031	carbimazole
1032	benzamil
1033	isoniazid
1034	pancuronium
1035	wortmannin
1036	KM-00799
1037	alpha-methylserotonin
1038	BG-1030
1039	LY-456236
1040	CYT387
1041	CDK1-5-inhibitor
1042	eucatropine
1043	piretanide
1044	amikacin
1045	glafenine
1046	pimethixene
1047	naltrexone
1048	tenatoprazole
1049	viomycin
1050	trimetazidine
1051	CAY-10585
1052	chlorothiazide
1053	methyl-2,5-dihydroxycinnamate
1054	gliclazide
1055	5-methoxy-alpha-methyltryptamine
1056	ethinylestradiol
1057	AS-703026
1058	alverine
1059	VU-0418934-2
1060	liothyronine
1061	ramipril
1062	chlorphenamine
1063	rifaximin
1064	raltitrexed
1065	fisetinidol
1066	AG-592
1067	DAC-013
1068	tetroquinone
1069	chlormadinone
1070	W-7
1071	1-methylisoquinoline
1072	17-hydroxyprogesterone-caproate
1073	MY-5445
1074	naftopidil
1075	ipsapirone
1076	butenafine
1077	metitepine
1078	TCDD-dioxin
1079	acitretin
1080	nefazodone
1081	prostratin
1082	epinephrine
1083	cefotetan
1084	amodiaquine
1085	betahistine
1086	enilconazole
1087	desoxycortone
1088	orantinib
1089	1,2,3,4-tetrahydroisoquinoline
1090	felbinac
1091	p-aminophenethylspiperone
1092	dimethylnitrosamine
1093	daunorubicin
1094	AM-251
1095	mometasone
1096	mycophenolate-mofetil
1097	LY-255283
1098	zaleplon
1099	riboflavin
1100	mefenamic-acid
1101	propranolol
1102	digitoxigenin
1103	entacapone
1104	melperone
1105	GW-9662
1106	lypressin
1107	isocarboxazid
1108	lamotrigine
1109	sulfamerazine
1110	tadalafil
1111	HG-5-113-01
1112	PF-431396
1113	quizartinib
1114	EMF-sumo1-3
1115	I-505056
1116	ronidazole
1117	OSI-027
1118	kinetin-riboside
1119	BML-190
1120	nemonapride
1121	diosmin
1122	nadide
1123	emodic-acid
1124	carbarsone
1125	prednicarbate
1126	BMS-191011
1127	ST-4034917
1128	tetrabenazine
1129	trapidil
1130	darifenacin
1131	PP-2
1132	XL-147
1133	oxytetracycline
1134	deflazacort
1135	fadrozole
1136	etanidazole
1137	DMBI
1138	leucodin
1139	kitasamycin
1140	caffeic-acid-phenethyl-ester
1141	SK-383933
1142	metaraminol
1143	GW-7647
1144	guaiacol
1145	phentermine
1146	calcipotriol
1147	spaglumic-acid
1148	GSK-650394
1149	oxacillin
1150	idazoxan
1151	pranlukast
1152	4,5,6,7-tetrabromobenzotriazole
1153	quercetin
1154	Fluoro-SAHA
1155	MD-II-051
1156	coumestrol
1157	vinorelbine
1158	clorsulon
1159	melatonin
1160	BG-1027
1161	cyclopentene
1162	NVP-AEW541
1163	L-2167
1164	tubacin
1165	amsacrine
1166	honokiol
1167	verrucarin-a
1168	GSK-0660
1169	HG-6-64-01
1170	flumazenil
1171	felbamate
1172	cinchocaine
1173	SB-203580
1174	antazoline
1175	melengestrol
1176	K-9944
1177	enalaprilat
1178	lopinavir
1179	NPI-2358
1180	ST-4029010
1181	PF-562271
1182	salsolinol
1183	tubocurarine
1184	brefeldin-a
1185	montelukast
1186	hexachlorophene
1187	fluorometholone
1188	rifampicin
1189	iniparib
1190	bosutinib
1191	BX-912
1192	pyrvinium
1193	debrisoquine
1194	capecitabine
1195	gentamicin
1196	dihydrostreptomycin
1197	cardamonin
1198	nicardipine
1199	penbutolol
1200	guanadrel
1201	carnosol
1202	atropine
1203	benzathine
1204	xamoterol
1205	CAY-10415
1206	acamprosate
1207	metoprolol
1208	mebhydrolin
1209	verteporfin
1210	CAY-10470
1211	cefatrizine
1212	CAY-10578
1213	ibutilide
1214	alimemazine
1215	isometheptene
1216	fenoprofen
1217	mephentermine
1218	clindamycin
1219	sunitinib
1220	vicriviroc
1221	apomorphine
1222	terbutaline
1223	cefpodoxime
1224	dinoprost
1225	silibinin
1226	methylatropine
1227	dimenhydrinate
1228	ST-4029487
1229	flurbiprofen
1230	cyclopamine
1231	NCH-51
1232	ezetimibe
1233	alfacalcidol
1234	taxifolin
1235	alclometasone
1236	rimantadine
1237	niacin
1238	azacitidine
1239	talampicillin
1240	chrysamine-g
1241	nor-1-chlorpromazine
1242	norepinephrine
1243	norfenfluramine
1244	serotonin
1245	quinpirole
1246	bisindolylmaleimide
1247	budesonide
1248	cilomilast
1249	lansoprazole
1250	maprotiline
1251	memantine
1252	rolipram
1253	cisplatin
1254	zonisamide
1255	phenothiazine
1256	galantamine
1257	bucladesine
1258	metergoline
1259	ipratropium
1260	lovastatin
1261	cabergoline
1262	siguazodan
1263	dihydroergocristine
1264	vinpocetine
1265	retinol
1266	suloctidil
1267	cobalt(II)-chloride
1268	tubaic-acid
1269	arecaidine
1270	homatropine
1271	nateglinide
1272	BW-B70C
1273	OBAA
1274	ceramide
1275	BH3I-1
1276	GBR-12783
1277	GBR-13069
1278	securinine
1279	L-689560
1280	catechin
1281	ephedrine
1282	thioperamide
1283	flucloxacillin
1284	IB-MECA
1285	cyanopindolol
1286	atovaquone
1287	nitrendipine
1288	estradiol
1289	artesunate
1290	fulvestrant
1291	thapsigargin
1292	diltiazem
1293	tofacitinib
1294	BAY-K8644
1295	rutin
1296	dihydrexidine
1297	cimetidine
1298	glimepiride
1299	fluphenazine
1300	15-delta-prostaglandin-j2
1301	rimcazole
1302	EX-527
1303	cilastatin
1304	JW-7-24-1
1305	vemurafenib
1306	orciprenaline
1307	SJ-172550
1308	nimodipine
1309	brucine
1310	amlodipine
1311	cycloheximide
1312	isradipine
1313	SU-11274
1314	ibuprofen
1315	YM-155
1316	calmidazolium
1317	doxepin
1318	zimelidine
1319	tranilast
1320	cinanserin
1321	WZ-3105
1322	betamethasone
1323	cyclopiazonic-acid
1324	trichostatin-a
1325	iloprost
1326	mitomycin-c
1327	desoximetasone
1328	cucurbitacin-i
1329	veliparib
1330	dehydrocholic-acid
1331	mirtazapine
1332	cyclosporin-a
1333	nadolol
1334	rottlerin
1335	HG-5-88-01
1336	linsitinib
1337	mibefradil
1338	apigenin
1339	minoxidil
1340	STK-064652
1341	ozagrel
1342	lapatinib
1343	warfarin
1344	WH-4025
1345	flunarizine
1346	dextromethorphan
1347	radicicol
1348	levonorgestrel
1349	NSC-632839
1350	camptothecin
1351	AS-605240
1352	WZ-4-145
1353	acarbose
1354	voriconazole
1355	phenazone
1356	AG-490
1357	flunisolide
1358	capsaicin
1359	aloisine
1360	epigallocatechin
1361	tretinoin
1362	manumycin-a
1363	resveratrol
1364	candesartan
1365	zebularine
1366	fenretinide
1367	nifedipine
1368	biperiden
1369	XMD-1499
1370	XMD-16144
1371	XMD-1527
1372	WH-4023
1373	ZG-10
1374	XMD-1185H
1375	QL-XI-92
1376	THZ-2-98-01
1377	QL-XII-47
1378	doxorubicin
1379	genistein
1380	tozasertib
1381	tamoxifen
1382	homoharringtonine
1383	emetine
1384	physostigmine
1385	fludrocortisone
1386	formestane
1387	niguldipine
1388	naltrindole
1389	fludroxycortide
1390	PD-0325901
1391	withaferin-a
1392	CGS-21680
1393	paroxetine
1394	tunicamycin
1395	demeclocycline
1396	ethambutol
1397	celastrol
1398	NCS-382
1399	mefloquine
1400	acadesine
1401	nisoldipine
1402	zuclopenthixol
1403	lacidipine
1404	ceforanide
1405	GSK-1059615
1406	chloramphenicol
1407	sericetin
1408	alfadolone
1409	caffeic-acid
1410	lasalocid
1411	granisetron
1412	dydrogesterone
1413	geldanamycin
1414	dehydroisoandosterone
1415	crotamiton
1416	zaprinast
1417	diflorasone
1418	diethylstilbestrol
1419	fluoropyruvate
1420	AR-C133057XX
1421	CYT-997
1422	DASB
1423	iodixanol
1424	depomedrol
1425	depudecin
1426	desmethyl-DASB
1427	dexbrompheniramine
1428	dexchlorpheniramine
1429	diarylsulfonesulfonamide
1430	dichloroacetic-acid
1431	lomefloxacin
1432	dihydrocapsaicin
1433	phenytoin
1434	dinorcitalopram-oxalate
1435	dolasetron
1436	tridihexethyl
1437	dithiothreitol
1438	pentolinium
1439	IWR-1-ENDO
1440	epothilone
1441	epothilone-a
1442	epoxycholesterol
1443	ethylestrenol
1444	exifone
1445	farnesylpyrophosphate
1446	vancomycin
1447	FH-535
1448	gallic-acid
1449	GANT-61
1450	esmolol
1451	geranylgeraniol
1452	GGTI-298
1453	glucosamine
1454	glutamyldopamine
1455	GMX-1778
1456	etiocholanolone
1457	homoveratrylamine
1458	HU-211
1459	5-hydroxytryptophan
1460	hydroxytyrosol
1461	I-070754
1462	I-070759
1463	I-212148
1464	I-303059
1465	IDAM
1466	iodoacetic-acid
1467	isonicotinamide
1468	isoquercetin
1469	isosalsoline
1470	ITSA-1
1471	dalcetrapib
1472	JMW-MITF1
1473	JZL-184
1474	KI-16425
1475	KW-06
1476	L-BSO
1477	l-buthionine-sulfoximine
1478	lactotensin
1479	LBH-589
1480	lestaurtinib
1481	aminolevulinic-acid
1482	licochalcone-a
1483	lithium-chloride
1484	LM-1685
1485	LY-2140023
1486	MC-1293
1487	PD-169316
1488	MD-049
1489	MD-II-038
1490	methoxypyruvic-acid
1491	methandriol
1492	methyltyramine
1493	mevalonic-acid
1494	micropenin
1495	acetylcholine
1496	ML-4054
1497	motesanib
1498	MW-MITF24
1499	MW-MITF22
1500	n-methylphenothiazine
1501	NaCl
1502	SR-144528
1503	nor-1-promazine
1504	nor-2-chlorpromazine
1505	dihydroxyphenylglycine
1506	norcitalopram
1507	nutlin-3
1508	OM-137
1509	LY-83583
1510	enobosarm
1511	p-azido-PE-TFMPP
1512	pranoprofen
1513	PD-184352
1514	phylloquinone
1515	PMSF
1516	SAR-245408
1517	PP-30
1518	propanoic-acid
