id	patient_subgroup_id	drug_id	regulation_sign
13275	420	2221	1
13276	420	2243	1
13277	420	2244	1
13278	420	2246	1
13279	420	2247	1
13280	420	2248	1
13281	420	2251	1
13282	420	2252	1
13283	420	2272	1
13284	420	2276	1
13285	420	2278	1
13286	420	2279	1
13287	420	2291	1
13288	420	2292	1
13289	420	2304	1
13290	420	2306	1
13291	420	653	1
13292	420	2326	1
13293	420	2327	1
13294	420	2329	1
13295	420	2330	1
13296	420	2338	1
13297	420	1363	1
13298	420	520	1
13299	420	2358	1
13300	420	2360	1
13301	420	2365	1
13302	420	2385	1
13303	420	2386	1
13304	420	2387	1
13305	420	2389	1
13306	420	2405	1
13307	420	2409	1
13308	420	2425	1
13309	420	2432	1
13310	420	2451	1
13311	420	2458	1
13312	420	1397	1
13313	420	2475	1
13314	420	900	1
13315	420	1387	1
13316	420	2487	1
13317	420	2489	1
13318	420	2491	1
13319	420	2492	1
13320	420	2497	1
13321	420	2507	1
13322	420	2517	1
13323	420	2518	1
13324	420	2522	1
13325	420	2523	1
13326	420	2531	1
13327	420	2533	1
13328	420	2536	1
13329	420	2540	1
13330	420	2541	1
13331	420	2543	1
13332	420	2548	1
13333	420	2556	1
13334	420	2560	1
13335	420	2561	1
13336	420	2567	1
13337	420	2571	1
13338	420	2575	1
13339	420	2580	1
13340	420	2581	1
13341	420	2585	1
13342	420	2588	1
13343	420	2591	1
13344	420	419	1
13345	420	1317	1
13346	420	2593	1
13347	420	2596	1
13348	420	2600	1
13349	420	2602	1
13350	420	2604	1
13351	420	2610	1
13352	420	2617	1
13353	420	2629	1
13354	420	2630	1
13355	420	2631	1
13356	420	2636	1
13357	420	2637	1
13358	420	2639	1
13359	420	2642	1
13360	420	2645	1
13361	420	2649	1
13362	420	2683	1
13363	420	2684	1
13364	420	2690	1
13365	420	2700	1
13366	420	2710	1
13367	420	2712	1
13368	420	2715	1
13369	420	615	1
13370	420	2753	1
13371	420	2754	1
13372	420	2766	1
13373	420	2792	1
13374	420	886	1
13375	420	2796	1
13376	420	2801	1
13377	420	2809	1
13378	420	2817	1
13379	420	2820	1
13380	420	2821	1
13381	420	1334	1
13382	420	2839	1
13383	420	2849	1
13384	420	2855	1
13385	420	1396	1
13386	420	2877	1
13387	420	2878	1
13388	420	2887	1
13389	420	2892	1
13390	420	2893	1
13391	420	2896	1
13392	420	2901	1
13393	420	2902	1
13394	420	1329	1
13395	420	2944	1
13396	420	764	1
13397	420	2954	1
13398	420	2955	1
13399	420	2961	1
13400	420	2963	1
13401	420	2965	1
13402	420	2967	1
13403	420	2968	1
13404	420	2970	1
13405	420	2975	1
13406	420	2992	1
13407	420	3001	1
13408	420	3005	1
13409	420	3013	1
13410	420	3022	1
13411	420	3027	1
13412	420	3033	1
13413	420	3038	1
13414	420	3042	1
13415	420	602	1
13416	420	3047	1
13417	420	3054	1
13418	420	3060	1
13419	420	3061	1
13420	420	3075	1
13421	420	3085	1
13422	420	3097	1
13423	420	3102	1
13424	420	658	1
13425	420	3108	1
13426	420	3114	1
13427	420	3115	1
13428	420	848	1
13429	420	3137	1
13430	420	3153	1
13431	420	1359	1
13432	420	3178	1
13433	420	3179	1
13434	420	3195	1
13435	420	3201	1
13436	420	3202	1
13437	420	3206	1
13438	420	288	1
13439	420	3213	1
13440	420	3218	1
13441	420	3227	1
13442	420	1376	1
13443	420	1378	1
13444	420	3234	1
13445	420	3252	1
13446	420	3254	1
13447	420	3262	1
13448	420	1384	1
13449	420	141	1
13450	420	3265	1
13451	420	3276	1
13452	420	3279	1
13453	420	1391	1
13454	420	3286	1
13455	420	3301	1
13456	420	3302	1
13457	420	3304	1
13458	420	3313	1
13459	420	3318	1
13460	420	3320	1
13461	420	3321	1
13462	420	3325	1
13463	420	3338	1
13464	420	3355	1
13465	420	3356	1
13466	420	3358	1
13467	420	3360	1
13468	420	3361	1
13469	420	3372	1
13470	420	3384	1
13471	420	3390	1
13472	420	3396	1
13473	420	3400	1
13474	420	1332	1
13475	420	3429	1
13476	420	3432	1
13477	420	3434	1
13478	420	3441	1
13479	420	3449	1
13480	420	3458	1
13481	420	931	1
13482	420	3462	1
13483	420	1290	1
13484	420	3473	1
13485	420	1412	1
13486	420	3493	1
13487	420	666	1
13488	420	3497	1
13489	420	3504	1
13490	420	3512	1
13491	420	3514	1
13492	420	856	1
13493	420	3525	1
13494	420	3535	1
13495	420	3542	1
13496	420	3545	1
13497	420	3551	1
13498	420	1128	1
13499	420	3566	1
13500	420	3570	1
13501	420	3571	1
13502	420	3580	1
13503	420	20	-1
13504	420	32	-1
13505	420	35	-1
13506	420	45	-1
13507	420	53	-1
13508	420	56	-1
13509	420	59	-1
13510	420	67	-1
13511	420	70	-1
13512	420	81	-1
13513	420	90	-1
13514	420	100	-1
13515	420	116	-1
13516	420	133	-1
13517	420	137	-1
13518	420	143	-1
13519	420	152	-1
13520	420	161	-1
13521	420	172	-1
13522	420	186	-1
13523	420	187	-1
13524	420	192	-1
13525	420	207	-1
13526	420	212	-1
13527	420	224	-1
13528	420	229	-1
13529	420	239	-1
13530	420	246	-1
13531	420	248	-1
13532	420	270	-1
13533	420	276	-1
13534	420	289	-1
13535	420	296	-1
13536	420	301	-1
13537	420	307	-1
13538	420	320	-1
13539	420	332	-1
13540	420	343	-1
13541	420	350	-1
13542	420	354	-1
13543	420	374	-1
13544	420	375	-1
13545	420	384	-1
13546	420	389	-1
13547	420	65	-1
13548	420	398	-1
13549	420	402	-1
13550	420	415	-1
13551	420	421	-1
13552	420	437	-1
13553	420	474	-1
13554	420	475	-1
13555	420	488	-1
13556	420	516	-1
13557	420	522	-1
13558	420	523	-1
13559	420	532	-1
13560	420	535	-1
13561	420	540	-1
13562	420	549	-1
13563	420	569	-1
13564	420	611	-1
13565	420	613	-1
13566	420	617	-1
13567	420	627	-1
13568	420	643	-1
13569	420	647	-1
13570	420	659	-1
13571	420	673	-1
13572	420	675	-1
13573	420	682	-1
13574	420	691	-1
13575	420	554	-1
13576	420	703	-1
13577	420	712	-1
13578	420	737	-1
13579	420	738	-1
13580	420	740	-1
13581	420	757	-1
13582	420	761	-1
13583	420	771	-1
13584	420	774	-1
13585	420	798	-1
13586	420	805	-1
13587	420	813	-1
13588	420	815	-1
13589	420	816	-1
13590	420	830	-1
13591	420	841	-1
13592	420	843	-1
13593	420	846	-1
13594	420	864	-1
13595	420	868	-1
13596	420	878	-1
13597	420	880	-1
13598	420	887	-1
13599	420	906	-1
13600	420	149	-1
13601	420	950	-1
13602	420	991	-1
13603	420	1008	-1
13604	420	1010	-1
13605	420	1012	-1
13606	420	1020	-1
13607	420	1026	-1
13608	420	1030	-1
13609	420	1045	-1
13610	420	1059	-1
13611	420	1062	-1
13612	420	1068	-1
13613	420	1071	-1
13614	420	1082	-1
13615	420	344	-1
13616	420	1117	-1
13617	420	163	-1
13618	420	1129	-1
13619	420	1169	-1
13620	420	418	-1
13621	420	603	-1
13622	420	1191	-1
13623	420	1196	-1
13624	420	1212	-1
13625	420	1216	-1
13626	420	1222	-1
13627	420	1227	-1
13628	420	1228	-1
13629	420	373	-1
13630	420	1239	-1
13631	420	588	-1
13632	420	1247	-1
13633	420	1249	-1
13634	420	1017	-1
13635	420	1265	-1
13636	420	428	-1
13637	420	1276	-1
13638	420	1304	-1
13639	420	1306	-1
13640	420	1311	-1
13641	420	1314	-1
13642	420	1316	-1
13643	420	1318	-1
13644	420	1047	-1
13645	420	445	-1
13646	420	1335	-1
13647	420	205	-1
13648	420	1345	-1
13649	420	1348	-1
13650	420	1350	-1
13651	420	1355	-1
13652	420	1184	-1
13653	420	1383	-1
13654	420	1385	-1
13655	420	1389	-1
13656	420	1392	-1
13657	420	1405	-1
13658	420	1408	-1
13659	420	1414	-1
13660	420	1101	-1
13661	420	69	-1
13662	420	258	-1
13663	420	394	-1
13664	420	310	-1
13665	420	721	-1
13666	420	779	-1
13667	420	507	-1
13668	420	1183	-1
13669	420	1469	-1
13670	420	1470	-1
13671	420	1478	-1
13672	420	1505	-1
13673	420	1528	-1
13674	420	1244	-1
13675	420	1547	-1
13676	420	1563	-1
13677	420	1566	-1
13678	420	1567	-1
13679	420	1571	-1
13680	420	1572	-1
13681	420	1576	-1
13682	420	1577	-1
13683	420	1579	-1
13684	420	1591	-1
13685	420	1606	-1
13686	420	1297	-1
13687	420	1609	-1
13688	420	1619	-1
13689	420	1621	-1
13690	420	1263	-1
13691	420	1628	-1
13692	420	1639	-1
13693	420	1661	-1
13694	420	1675	-1
13695	420	1681	-1
13696	420	1686	-1
13697	420	1692	-1
13698	420	1693	-1
13699	420	1695	-1
13700	420	1710	-1
13701	420	1735	-1
13702	420	1747	-1
13703	420	1764	-1
13704	420	1766	-1
13705	420	1771	-1
13706	420	1774	-1
13707	420	1784	-1
13708	420	1785	-1
13709	420	1790	-1
13710	420	1803	-1
13711	420	1815	-1
13712	420	1824	-1
13713	420	1831	-1
13714	420	1854	-1
13715	420	1858	-1
13716	420	1863	-1
13717	420	1893	-1
13718	420	1353	-1
13719	420	25	-1
13720	420	1918	-1
13721	420	553	-1
13722	420	1965	-1
13723	420	1971	-1
13724	420	2002	-1
13725	420	2013	-1
13726	420	2016	-1
13727	420	2026	-1
13728	420	2062	-1
13729	420	2075	-1
13730	420	2080	-1
13731	420	2116	-1
13732	420	2121	-1
13733	420	2122	-1
13734	420	888	-1
13735	420	2137	-1
13736	420	2150	-1
13737	420	2160	-1
13738	420	2175	-1
13739	420	2185	-1
13740	420	2194	-1
13741	420	2207	-1
13742	420	2217	-1
13743	420	2236	-1
13744	420	2237	-1
13745	420	2260	-1
13746	420	2265	-1
13747	420	2267	-1
13748	420	2280	-1
13749	420	2283	-1
13750	420	2293	-1
13751	420	2315	-1
13752	420	2318	-1
13753	420	2339	-1
13754	420	2342	-1
13755	420	2346	-1
13756	420	2347	-1
13757	420	2350	-1
13758	420	2353	-1
13759	420	2383	-1
13760	420	2388	-1
13761	420	2390	-1
13762	420	2391	-1
13763	420	2410	-1
13764	420	2417	-1
13765	420	2420	-1
13766	420	2430	-1
13767	420	2439	-1
13768	420	2441	-1
13769	420	2442	-1
13770	420	2452	-1
13771	420	2454	-1
13772	420	2464	-1
13773	420	2466	-1
13774	420	2467	-1
13775	420	2477	-1
13776	420	2479	-1
13777	420	2496	-1
13778	420	2501	-1
13779	420	2503	-1
13780	420	2505	-1
13781	420	2511	-1
13782	420	2512	-1
13783	420	1336	-1
13784	420	2534	-1
13785	420	2552	-1
13786	420	2559	-1
13787	420	2574	-1
13788	420	2632	-1
13789	420	2635	-1
13790	420	2651	-1
13791	420	2652	-1
13792	420	2656	-1
13793	420	2665	-1
13794	420	2668	-1
13795	420	2689	-1
13796	420	2699	-1
13797	420	2714	-1
13798	420	2719	-1
13799	420	2725	-1
13800	420	2731	-1
13801	420	2732	-1
13802	420	2747	-1
13803	420	1305	-1
13804	420	2757	-1
13805	420	2765	-1
13806	420	2774	-1
13807	420	2783	-1
13808	420	2799	-1
13809	420	2802	-1
13810	420	2808	-1
13811	420	2816	-1
13812	420	2824	-1
13813	420	2836	-1
13814	420	2862	-1
13815	420	1321	-1
13816	420	2873	-1
13817	420	2883	-1
13818	420	2894	-1
13819	420	2906	-1
13820	420	2916	-1
13821	420	2934	-1
13822	420	2940	-1
13823	420	2949	-1
13824	420	1333	-1
13825	420	323	-1
13826	420	2966	-1
13827	420	2993	-1
13828	420	2998	-1
13829	420	3018	-1
13830	420	3036	-1
13831	420	3041	-1
13832	420	3043	-1
13833	420	1217	-1
13834	420	1342	-1
13835	420	3071	-1
13836	420	3072	-1
13837	420	3073	-1
13838	420	3077	-1
13839	420	3086	-1
13840	420	3103	-1
13841	420	3118	-1
13842	420	3119	-1
13843	420	3135	-1
13844	420	3136	-1
13845	420	3141	-1
13846	420	3151	-1
13847	420	3158	-1
13848	420	3163	-1
13849	420	3184	-1
13850	420	3211	-1
13851	420	1365	-1
13852	420	3219	-1
13853	420	3225	-1
13854	420	3243	-1
13855	420	3259	-1
13856	420	3264	-1
13857	420	3280	-1
13858	420	3319	-1
13859	420	1395	-1
13860	420	102	-1
13861	420	3339	-1
13862	420	3359	-1
13863	420	3373	-1
13864	420	3375	-1
13865	420	1188	-1
13866	420	1236	-1
13867	420	3398	-1
13868	420	3399	-1
13869	420	3421	-1
13870	420	1343	-1
13871	420	3439	-1
13872	420	3442	-1
13873	420	3443	-1
13874	420	3457	-1
13875	420	3460	-1
13876	420	3469	-1
13877	420	3483	-1
13878	420	3509	-1
13879	420	3510	-1
13880	420	3529	-1
13881	420	3544	-1
13882	420	3554	-1
13883	420	3577	-1
13884	421	4	1
13885	421	27	1
13886	421	40	1
13887	421	46	1
13888	421	87	1
13889	421	102	1
13890	421	119	1
13891	421	136	1
13892	421	146	1
13893	421	154	1
13894	421	155	1
13895	421	165	1
13896	421	176	1
13897	421	180	1
13898	421	181	1
13899	421	182	1
13900	421	194	1
13901	421	199	1
13902	421	203	1
13903	421	211	1
13904	421	220	1
13905	421	231	1
13906	421	233	1
13907	421	245	1
13908	421	254	1
13909	421	259	1
13910	421	268	1
13911	421	271	1
13912	421	156	1
13913	421	283	1
13914	421	285	1
13915	421	293	1
13916	421	311	1
13917	421	352	1
13918	421	396	1
13919	421	414	1
13920	421	422	1
13921	421	425	1
13922	421	426	1
13923	421	444	1
13924	421	460	1
13925	421	483	1
13926	421	492	1
13927	421	528	1
13928	421	529	1
13929	421	556	1
13930	421	563	1
13931	421	565	1
13932	421	586	1
13933	421	595	1
13934	421	597	1
13935	421	600	1
13936	421	607	1
13937	421	612	1
13938	421	623	1
13939	421	625	1
13940	421	626	1
13941	421	629	1
13942	421	633	1
13943	421	638	1
13944	421	646	1
13945	421	657	1
13946	421	660	1
13947	421	668	1
13948	421	672	1
13949	421	681	1
13950	421	694	1
13951	421	729	1
13952	421	733	1
13953	421	762	1
13954	421	765	1
13955	421	769	1
13956	421	782	1
13957	421	793	1
13958	421	803	1
13959	421	641	1
13960	421	811	1
13961	421	822	1
13962	421	830	1
13963	421	832	1
13964	421	838	1
13965	421	857	1
13966	421	858	1
13967	421	865	1
13968	421	872	1
13969	421	875	1
13970	421	899	1
13971	421	910	1
13972	421	917	1
13973	421	925	1
13974	421	938	1
13975	421	941	1
13976	421	954	1
13977	421	960	1
13978	421	971	1
13979	421	983	1
13980	421	1002	1
13981	421	1021	1
13982	421	1022	1
13983	421	1023	1
13984	421	1024	1
13985	421	1031	1
13986	421	1051	1
13987	421	1074	1
13988	421	1079	1
13989	421	1083	1
13990	421	1109	1
13991	421	1119	1
13992	421	1121	1
13993	421	1130	1
13994	421	1142	1
13995	421	1143	1
13996	421	1145	1
13997	421	1169	1
13998	421	1171	1
13999	421	1186	1
14000	421	1187	1
14001	421	1189	1
14002	421	1208	1
14003	421	1210	1
14004	421	1215	1
14005	421	1223	1
14006	421	1226	1
14007	421	84	1
14008	421	1245	1
14009	421	1260	1
14010	421	1268	1
14011	421	1271	1
14012	421	1273	1
14013	421	1274	1
14014	421	170	1
14015	421	174	1
14016	421	1290	1
14017	421	1293	1
14018	421	221	1
14019	421	1315	1
14020	421	979	1
14021	421	1338	1
14022	421	1340	1
14023	421	89	1
14024	421	1344	1
14025	421	1359	1
14026	421	379	1
14027	421	1374	1
14028	421	1146	1
14029	421	802	1
14030	421	168	1
14031	421	1416	1
14032	421	127	1
14033	421	6	1
14034	421	303	1
14035	421	480	1
14036	421	578	1
14037	421	93	1
14038	421	764	1
14039	421	778	1
14040	421	707	1
14041	421	1230	1
14042	421	1428	1
14043	421	1430	1
14044	421	1435	1
14045	421	1439	1
14046	421	1302	1
14047	421	1450	1
14048	421	1454	1
14049	421	1461	1
14050	421	1463	1
14051	421	1476	1
14052	421	920	1
14053	421	1493	1
14054	421	1185	1
14055	421	1242	1
14056	421	1516	1
14057	421	1524	1
14058	421	1527	1
14059	421	1538	1
14060	421	1539	1
14061	421	1542	1
14062	421	1543	1
14063	421	1552	1
14064	421	1573	1
14065	421	1604	1
14066	421	1610	1
14067	421	1617	1
14068	421	1627	1
14069	421	1256	1
14070	421	1641	1
14071	421	881	1
14072	421	1654	1
14073	421	1658	1
14074	421	1665	1
14075	421	1669	1
14076	421	1671	1
14077	421	1697	1
14078	421	1699	1
14079	421	1707	1
14080	421	1708	1
14081	421	1087	1
14082	421	1721	1
14083	421	1744	1
14084	421	1754	1
14085	421	1763	1
14086	421	1417	1
14087	421	1802	1
14088	421	1816	1
14089	421	1818	1
14090	421	1822	1
14091	421	1823	1
14092	421	1850	1
14093	421	1856	1
14094	421	1859	1
14095	421	1876	1
14096	421	1883	1
14097	421	1892	1
14098	421	1288	1
14099	421	1920	1
14100	421	1927	1
14101	421	1935	1
14102	421	1937	1
14103	421	1943	1
14104	421	1958	1
14105	421	1962	1
14106	421	1974	1
14107	421	1979	1
14108	421	2011	1
14109	421	2037	1
14110	421	2039	1
14111	421	2053	1
14112	421	2056	1
14113	421	2068	1
14114	421	2074	1
14115	421	2093	1
14116	421	2109	1
14117	421	2111	1
14118	421	2112	1
14119	421	2118	1
14120	421	978	1
14121	421	2135	1
14122	421	2139	1
14123	421	2141	1
14124	421	2146	1
14125	421	2167	1
14126	421	2184	1
14127	421	2189	1
14128	421	2199	1
14129	421	2205	1
14130	421	2211	1
14131	421	2215	1
14132	421	2227	1
14133	421	2244	1
14134	421	2246	1
14135	421	2251	1
14136	421	2262	1
14137	421	2276	1
14138	421	2281	1
14139	421	2291	1
14140	421	2292	1
14141	421	2304	1
14142	421	2306	1
14143	421	2307	1
14144	421	2326	1
14145	421	2327	1
14146	421	2329	1
14147	421	2334	1
14148	421	2358	1
14149	421	2360	1
14150	421	2365	1
14151	421	2369	1
14152	421	2377	1
14153	421	2381	1
14154	421	2382	1
14155	421	2386	1
14156	421	2387	1
14157	421	2389	1
14158	421	2394	1
14159	421	2425	1
14160	421	2432	1
14161	421	2438	1
14162	421	2441	1
14163	421	2458	1
14164	421	1397	1
14165	421	2469	1
14166	421	2473	1
14167	421	2487	1
14168	421	1292	1
14169	421	1362	1
14170	421	2507	1
14171	421	2518	1
14172	421	2523	1
14173	421	2540	1
14174	421	1351	1
14175	421	2561	1
14176	421	2575	1
14177	421	2581	1
14178	421	2585	1
14179	421	2590	1
14180	421	2595	1
14181	421	2602	1
14182	421	2608	1
14183	421	2610	1
14184	421	2617	1
14185	421	2624	1
14186	421	2629	1
14187	421	2630	1
14188	421	2638	1
14189	421	2639	1
14190	421	2642	1
14191	421	2649	1
14192	421	2691	1
14193	421	2712	1
14194	421	2737	1
14195	421	2739	1
14196	421	2753	1
14197	421	2754	1
14198	421	2755	1
14199	421	886	1
14200	421	2809	1
14201	421	2817	1
14202	421	2821	1
14203	421	1334	1
14204	421	2855	1
14205	421	2882	1
14206	421	2887	1
14207	421	2896	1
14208	421	2908	1
14209	421	2951	1
14210	421	2954	1
14211	421	2965	1
14212	421	2967	1
14213	421	2970	1
14214	421	3005	1
14215	421	3022	1
14216	421	602	1
14217	421	3047	1
14218	421	3054	1
14219	421	3060	1
14220	421	3061	1
14221	421	3075	1
14222	421	3097	1
14223	421	3100	1
14224	421	398	1
14225	421	3137	1
14226	421	3157	1
14227	421	65	1
14228	421	3179	1
14229	421	3180	1
14230	421	3200	1
14231	421	1363	1
14232	421	3213	1
14233	421	3218	1
14234	421	715	1
14235	421	1375	1
14236	421	1378	1
14237	421	1380	1
14238	421	3250	1
14239	421	3254	1
14240	421	1384	1
14241	421	141	1
14242	421	3277	1
14243	421	1388	1
14244	421	3279	1
14245	421	3318	1
14246	421	3320	1
14247	421	3321	1
14248	421	3324	1
14249	421	3327	1
14250	421	135	1
14251	421	3351	1
14252	421	320	1
14253	421	3356	1
14254	421	3357	1
14255	421	3369	1
14256	421	1332	1
14257	421	3407	1
14258	421	3434	1
14259	421	3453	1
14260	421	3490	1
14261	421	3497	1
14262	421	3512	1
14263	421	1415	1
14264	421	3525	1
14265	421	3535	1
14266	421	3545	1
14267	421	3548	1
14268	421	1128	1
14269	421	3564	1
14270	421	3566	1
14271	421	3580	1
14272	421	18	-1
14273	421	20	-1
14274	421	26	-1
14275	421	35	-1
14276	421	45	-1
14277	421	47	-1
14278	421	53	-1
14279	421	56	-1
14280	421	66	-1
14281	421	67	-1
14282	421	70	-1
14283	421	100	-1
14284	421	116	-1
14285	421	133	-1
14286	421	150	-1
14287	421	152	-1
14288	421	159	-1
14289	421	172	-1
14290	421	173	-1
14291	421	186	-1
14292	421	192	-1
14293	421	101	-1
14294	421	224	-1
14295	421	226	-1
14296	421	270	-1
14297	421	276	-1
14298	421	301	-1
14299	421	309	-1
14300	421	326	-1
14301	421	329	-1
14302	421	332	-1
14303	421	343	-1
14304	421	354	-1
14305	421	374	-1
14306	421	389	-1
14307	421	392	-1
14308	421	415	-1
14309	421	421	-1
14310	421	437	-1
14311	421	474	-1
14312	421	481	-1
14313	421	488	-1
14314	421	495	-1
14315	421	508	-1
14316	421	516	-1
14317	421	517	-1
14318	421	530	-1
14319	421	532	-1
14320	421	534	-1
14321	421	540	-1
14322	421	549	-1
14323	421	39	-1
14324	421	579	-1
14325	421	587	-1
14326	421	613	-1
14327	421	617	-1
14328	421	627	-1
14329	421	637	-1
14330	421	643	-1
14331	421	644	-1
14332	421	664	-1
14333	421	683	-1
14334	421	684	-1
14335	421	685	-1
14336	421	554	-1
14337	421	703	-1
14338	421	722	-1
14339	421	736	-1
14340	421	614	-1
14341	421	738	-1
14342	421	757	-1
14343	421	804	-1
14344	421	813	-1
14345	421	841	-1
14346	421	846	-1
14347	421	852	-1
14348	421	864	-1
14349	421	878	-1
14350	421	887	-1
14351	421	906	-1
14352	421	912	-1
14353	421	934	-1
14354	421	149	-1
14355	421	953	-1
14356	421	961	-1
14357	421	992	-1
14358	421	1001	-1
14359	421	1008	-1
14360	421	1017	-1
14361	421	1020	-1
14362	421	1026	-1
14363	421	1030	-1
14364	421	1039	-1
14365	421	357	-1
14366	421	1055	-1
14367	421	1059	-1
14368	421	1062	-1
14369	421	1068	-1
14370	421	1070	-1
14371	421	1075	-1
14372	421	1082	-1
14373	421	1085	-1
14374	421	344	-1
14375	421	1106	-1
14376	421	1111	-1
14377	421	1117	-1
14378	421	1120	-1
14379	421	1122	-1
14380	421	1129	-1
14381	421	1137	-1
14382	421	1138	-1
14383	421	1168	-1
14384	421	1177	-1
14385	421	1183	-1
14386	421	603	-1
14387	421	1191	-1
14388	421	1192	-1
14389	421	1212	-1
14390	421	1216	-1
14391	421	774	-1
14392	421	1228	-1
14393	421	1232	-1
14394	421	1239	-1
14395	421	588	-1
14396	421	1241	-1
14397	421	1254	-1
14398	421	1257	-1
14399	421	1261	-1
14400	421	1265	-1
14401	421	758	-1
14402	421	1276	-1
14403	421	1295	-1
14404	421	1304	-1
14405	421	1308	-1
14406	421	1311	-1
14407	421	1314	-1
14408	421	1316	-1
14409	421	1319	-1
14410	421	296	-1
14411	421	445	-1
14412	421	1345	-1
14413	421	304	-1
14414	421	1348	-1
14415	421	1350	-1
14416	421	1353	-1
14417	421	1355	-1
14418	421	1383	-1
14419	421	1392	-1
14420	421	1235	-1
14421	421	229	-1
14422	421	1395	-1
14423	421	1398	-1
14424	421	1188	-1
14425	421	1405	-1
14426	421	1414	-1
14427	421	69	-1
14428	421	248	-1
14429	421	258	-1
14430	421	408	-1
14431	421	721	-1
14432	421	888	-1
14433	421	1443	-1
14434	421	1445	-1
14435	421	1469	-1
14436	421	1470	-1
14437	421	1471	-1
14438	421	1475	-1
14439	421	1481	-1
14440	421	1326	-1
14441	421	1522	-1
14442	421	1550	-1
14443	421	1566	-1
14444	421	1567	-1
14445	421	1571	-1
14446	421	1575	-1
14447	421	1577	-1
14448	421	1580	-1
14449	421	1591	-1
14450	421	1595	-1
14451	421	1603	-1
14452	421	1615	-1
14453	421	1639	-1
14454	421	1661	-1
14455	421	1676	-1
14456	421	1677	-1
14457	421	1683	-1
14458	421	1693	-1
14459	421	1695	-1
14460	421	1709	-1
14461	421	1710	-1
14462	421	1264	-1
14463	421	1720	-1
14464	421	1728	-1
14465	421	1732	-1
14466	421	1764	-1
14467	421	1769	-1
14468	421	1771	-1
14469	421	1778	-1
14470	421	1785	-1
14471	421	1789	-1
14472	421	1790	-1
14473	421	1801	-1
14474	421	1807	-1
14475	421	1809	-1
14476	421	1810	-1
14477	421	1811	-1
14478	421	1824	-1
14479	421	1825	-1
14480	421	1874	-1
14481	421	1879	-1
14482	421	1918	-1
14483	421	1921	-1
14484	421	1936	-1
14485	421	1965	-1
14486	421	1971	-1
14487	421	1982	-1
14488	421	1997	-1
14489	421	2006	-1
14490	421	2010	-1
14491	421	2012	-1
14492	421	2026	-1
14493	421	2041	-1
14494	421	2050	-1
14495	421	2062	-1
14496	421	2073	-1
14497	421	2075	-1
14498	421	2077	-1
14499	421	2079	-1
14500	421	2080	-1
14501	421	2094	-1
14502	421	2105	-1
14503	421	2116	-1
14504	421	2122	-1
14505	421	2137	-1
14506	421	2145	-1
14507	421	2150	-1
14508	421	2160	-1
14509	421	2169	-1
14510	421	2194	-1
14511	421	2236	-1
14512	421	2242	-1
14513	421	2257	-1
14514	421	2260	-1
14515	421	2265	-1
14516	421	2267	-1
14517	421	2275	-1
14518	421	2280	-1
14519	421	2283	-1
14520	421	2289	-1
14521	421	2293	-1
14522	421	2298	-1
14523	421	2314	-1
14524	421	2315	-1
14525	421	2339	-1
14526	421	2342	-1
14527	421	2345	-1
14528	421	2346	-1
14529	421	2350	-1
14530	421	2353	-1
14531	421	2364	-1
14532	421	2366	-1
14533	421	2370	-1
14534	421	2388	-1
14535	421	2391	-1
14536	421	2392	-1
14537	421	2403	-1
14538	421	2410	-1
14539	421	2430	-1
14540	421	2452	-1
14541	421	2456	-1
14542	421	2457	-1
14543	421	2463	-1
14544	421	2464	-1
14545	421	2466	-1
14546	421	2467	-1
14547	421	2476	-1
14548	421	2479	-1
14549	421	535	-1
14550	421	2495	-1
14551	421	2496	-1
14552	421	2501	-1
14553	421	2503	-1
14554	421	2505	-1
14555	421	2511	-1
14556	421	2512	-1
14557	421	2513	-1
14558	421	1336	-1
14559	421	2545	-1
14560	421	2552	-1
14561	421	1297	-1
14562	421	2584	-1
14563	421	1298	-1
14564	421	2609	-1
14565	421	2612	-1
14566	421	2616	-1
14567	421	2621	-1
14568	421	2644	-1
14569	421	2652	-1
14570	421	2656	-1
14571	421	2665	-1
14572	421	1301	-1
14573	421	2673	-1
14574	421	2676	-1
14575	421	2686	-1
14576	421	2714	-1
14577	421	2717	-1
14578	421	2725	-1
14579	421	2729	-1
14580	421	2731	-1
14581	421	2742	-1
14582	421	1305	-1
14583	421	1306	-1
14584	421	2757	-1
14585	421	2770	-1
14586	421	2772	-1
14587	421	2774	-1
14588	421	2776	-1
14589	421	2778	-1
14590	421	2783	-1
14591	421	1309	-1
14592	421	2803	-1
14593	421	2816	-1
14594	421	2823	-1
14595	421	2833	-1
14596	421	2836	-1
14597	421	2841	-1
14598	421	2852	-1
14599	421	2865	-1
14600	421	2875	-1
14601	421	2883	-1
14602	421	2888	-1
14603	421	2894	-1
14604	421	2903	-1
14605	421	2906	-1
14606	421	2909	-1
14607	421	2922	-1
14608	421	122	-1
14609	421	2949	-1
14610	421	1333	-1
14611	421	1322	-1
14612	421	2956	-1
14613	421	2966	-1
14614	421	2974	-1
14615	421	2993	-1
14616	421	2998	-1
14617	421	1337	-1
14618	421	3000	-1
14619	421	3007	-1
14620	421	3015	-1
14621	421	3018	-1
14622	421	3029	-1
14623	421	862	-1
14624	421	3043	-1
14625	421	3059	-1
14626	421	3063	-1
14627	421	3064	-1
14628	421	3071	-1
14629	421	3077	-1
14630	421	3078	-1
14631	421	3090	-1
14632	421	3103	-1
14633	421	201	-1
