id	patient_subgroup_a_id	patient_subgroup_b_id	relative_risk
187	1225	1	11.3749894514724
188	1226	1	1.97518462612737
189	1	1259	4.54037396621175
190	1259	1	2.82740024223984
191	1261	1	1.27419221873849
192	1262	1	5.052192421494
193	1	1265	1.17566881948981
194	1265	1	5.12120454395954
195	1	1263	5.16465742329183
196	1263	1	8.85483148443465
197	1	1266	4.8507570159309
198	1266	1	13.4576724662288
199	1	1290	5.75736376637534
200	1290	1	7.30549045202442
201	1297	1	7.28145442971207
202	3	10	1.77732863831768
203	10	3	16.7830306328331
204	3	80	2.21695858116758
205	80	3	2.67715617622339
206	3	103	4.01950499665698
207	103	3	4.75774042701319
208	3	111	1.20626549846366
209	111	3	3.6278168006159
210	3	112	2.02163882784002
211	112	3	2.50603948574316
212	3	213	1.21066706926389
213	213	3	3.02878008853871
214	3	246	1.27051630243873
215	246	3	2.03285450982313
216	244	3	2.23072300848091
217	263	3	1.78955406677633
218	3	262	1.91599978524884
219	262	3	2.04162105996495
220	3	275	1.70095726226121
221	275	3	3.17652478483422
222	277	3	1.104180549959
223	3	279	2.79653765577399
224	279	3	4.47885817344792
225	3	281	2.44389955494638
226	281	3	3.61817575434818
227	3	283	1.21066706926389
228	283	3	3.6195061095413
229	3	284	4.01950499665698
230	284	3	6.01272211500202
231	3	285	1.21066706926389
232	285	3	1.86705489976515
233	3	295	2.23132609837761
234	295	3	12.329360137983
235	3	309	4.79767250650982
236	309	3	3.99792418830698
237	308	3	1.86813655018792
238	3	324	3.39328107531287
239	324	3	4.57611811522025
240	3	326	3.33995898035134
241	326	3	15.4977845948398
242	3	334	1.20626549846366
243	334	3	4.38591270216176
244	344	3	2.65916165372672
245	3	347	10.6321633906444
246	347	3	9.77922867208384
247	3	348	2.71571212116445
248	348	3	2.36241620492388
249	3	357	2.23132609837761
250	357	3	7.97773909585065
251	3	360	1.04551057523515
252	3	361	3.42720288910413
253	361	3	1.42386570657204
254	3	363	3.09457002873771
255	363	3	1.04740380086463
256	3	364	2.77678527069496
257	364	3	1.00202515692792
258	3	366	2.60085178131342
259	366	3	1.1143234635551
260	3	369	3.84257465996377
261	369	3	3.41622050973614
262	3	370	2.90621623066184
263	370	3	1.4576474154195
264	3	382	5.5776058141834
265	382	3	9.47097251102634
266	3	487	1.27051630243873
267	3	550	2.2500254178375
268	550	3	4.3971925659156
269	3	592	14.8798179421098
270	592	3	7.58049829066236
271	3	604	1.20626549846366
272	604	3	9.67919288418573
273	3	607	2.71571212116445
274	607	3	6.32977527538153
275	3	614	2.71571212116445
276	614	3	1.73884378136232
277	3	625	2.60085178131342
278	625	3	1.0285840987166
279	3	630	2.02163882784002
280	630	3	17.6645507740402
281	3	643	1.91599978524884
282	643	3	5.60857651871765
283	3	647	7.8809236049668
284	647	3	42.4757107058945
285	3	653	1.57412621397357
286	653	3	3.21175001730548
287	3	656	10.120994942291
288	656	3	64.6726047203232
289	3	662	1.70095726226121
290	662	3	3.81588944955665
291	3	664	10.6321633906444
292	664	3	19.9963797444859
293	3	666	14.8798179421098
294	666	3	23.1669416744503
295	3	677	3.59486415150182
296	677	3	7.56946649464926
297	769	3	1.63229642612486
298	779	3	1.23106347270874
299	3	814	1.06664090835059
300	814	3	8.97595932199539
301	3	943	1.0728256987455
302	943	3	7.95936222971536
303	966	3	4.3787655404882
304	3	979	1.02036251596405
305	979	3	5.77736034549903
306	3	1039	3.34373047630602
307	1039	3	3.09613102350047
308	3	1043	6.86932257662912
309	1043	3	2.20064680352273
310	3	1044	2.36776023061302
311	1044	3	1.12959999167201
312	3	1045	2.89729010709786
313	1045	3	1.4888165420805
314	3	1047	2.35608964384654
315	3	1057	1.91599978524884
316	1057	3	1.85542962910274
317	3	1058	1.20626549846366
318	3	1060	2.71571212116445
319	1060	3	1.29092056340561
320	3	1069	2.71571212116445
321	1069	3	3.1681722834607
322	3	1089	6.68508941988557
323	1089	3	7.52464453317897
324	3	1110	1.21066706926389
325	1110	3	6.39442845672969
326	3	1111	5.5776058141834
327	1111	3	7.80114146919408
328	1112	3	2.55907160851984
329	3	1123	1.20626549846366
330	1123	3	4.36649873669666
331	3	1126	1.23869082443726
332	1126	3	11.222819925738
333	3	1135	1.70095726226121
334	1135	3	2.80860812326062
335	3	1144	1.92500534181943
336	1144	3	8.17195900136261
337	3	1154	3.17822045126862
338	1154	3	4.45213933409569
339	3	1155	2.25853005591286
340	1155	3	3.70074032186907
341	3	1225	10.6321633906444
342	1225	3	11.5770117435455
343	3	1228	6.80758905926356
344	1228	3	51.2668923032539
345	1229	3	36.9931725289547
346	3	1259	2.64356287517353
347	3	1265	1.47690797342133
348	1265	3	2.81265597658373
349	3	1263	2.55588035367602
350	1263	3	1.91782081797432
351	3	1266	1.27051630243873
352	1266	3	1.53323874395957
353	1270	3	3.45217580253704
354	1297	3	9.54348305067157
355	10	324	6.186811687861
356	10	326	19.7703727889291
357	326	10	9.74585416937225
358	10	334	1.33212592540378
359	10	337	7.14297814764487
360	337	10	4.93510320766871
361	10	341	1.33212592540378
362	341	10	1.95899275605212
363	10	370	1.13661203025909
364	10	372	1.08012376389397
365	10	630	10.0027522792263
366	630	10	9.30280789486132
367	10	664	15.2888566475277
368	664	10	3.07791743257923
369	10	677	15.2888566475277
370	677	10	3.44954965462875
371	10	806	4.65950421692605
372	806	10	3.21187882062486
373	10	815	9.73685393228584
374	815	10	2.41864960767367
375	10	979	1.9617137485761
376	979	10	1.18922755879682
377	10	1043	1.45624687811653
378	10	1044	1.84042890716994
379	10	1089	4.86847211925856
380	10	1110	6.186811687861
381	1110	10	3.50612435562382
382	10	1111	9.64419456210951
383	1111	10	1.44577807586263
384	10	1225	21.6275321183898
385	1225	10	2.52269799289196
386	10	1270	1.59785139918535
387	10	1290	1.8149965012227
388	14	22	2.57059449043223
389	22	14	9.1747455075953
390	14	74	3.40370497621279
391	74	14	10.6377649882616
392	81	14	1.503886438821
393	14	83	1.70988470953233
394	83	14	7.62069918616402
395	14	153	13.3597294136295
396	153	14	48.6668181091349
397	14	179	3.40320284323773
398	14	213	3.61491402932771
399	213	14	4.11061192478316
400	219	14	1.35574813432949
401	14	297	1.16996229258508
402	297	14	2.53146103702175
403	317	14	2.03023244847901
404	14	333	4.72516259660504
405	333	14	20.0511532366598
406	402	14	9.37025984068341
407	14	407	22.320716408814
408	407	14	6.64462634048746
409	14	408	3.92609019964936
410	14	409	8.51307610989518
411	409	14	2.78771210771556
412	14	413	9.75132455259973
413	413	14	2.03364480638529
414	14	415	1.06687417127871
415	14	417	1.06687417127871
416	14	419	1.93457108730301
417	14	414	12.3217582238201
418	414	14	2.75519034322444
419	14	426	3.92609019964936
420	426	14	1.31758052831565
421	14	428	9.75132455259973
422	428	14	1.99051175134289
423	14	431	1.06687417127871
424	14	434	1.06687417127871
425	14	425	1.06687417127871
426	14	445	1.93457108730301
427	494	14	4.01676728913301
428	14	520	3.92609019964936
429	14	521	15.0135600075432
430	521	14	4.32624929658695
431	14	522	2.40566900314617
432	14	524	11.0212222472223
433	524	14	1.52741705607463
434	14	525	1.93457108730301
435	14	526	2.22109642982371
436	14	530	5.00995815870003
437	14	531	3.92609019964936
438	14	533	2.89624797853445
439	14	534	2.89624797853445
440	14	536	2.89624797853445
441	14	539	1.06687417127871
442	14	544	7.30817476541214
443	14	545	4.33105630386684
444	545	14	16.6975197640671
445	546	14	1.30322526717114
446	14	552	2.93494864509381
447	14	560	2.9447085790114
448	14	562	1.23551750466326
449	14	557	1.57432286140513
450	14	564	3.21682680223366
451	14	565	1.06687417127871
452	14	572	1.41825936450331
453	572	14	2.45957825119654
454	598	14	1.40177479619362
455	14	653	3.17463730995075
456	653	14	2.92199543585197
457	680	14	2.60531443398489
458	14	678	29.0811053533749
459	678	14	319.001683553259
460	697	14	9.15828593028985
461	14	714	7.06935644503155
462	714	14	48.9569587731702
463	14	725	2.5584747127001
464	725	14	7.9271149693513
465	14	743	1.06687417127871
466	14	744	20.7837838032514
467	744	14	2.71427089153778
468	14	746	5.00995815870003
469	14	748	3.92609019964936
470	14	749	9.75132455259973
471	749	14	1.42900343740717
472	14	750	5.00995815870003
473	14	752	5.00995815870003
474	14	742	3.92609019964936
475	14	754	1.93457108730301
476	14	755	5.00995815870003
477	14	753	17.829814275351
478	753	14	3.02362755805065
479	14	757	12.3217582238201
480	757	14	1.70296126073429
481	14	758	7.30817476541214
482	14	759	6.13920056449677
483	759	14	1.11845217975204
484	14	760	1.93457108730301
485	14	761	8.51307610989518
486	761	14	1.12872908883276
487	14	762	3.92609019964936
488	14	763	2.89624797853445
489	14	769	4.06912031972939
490	769	14	8.11342498563867
491	14	828	2.91101741561161
492	14	829	2.9447085790114
493	14	833	2.5584747127001
494	14	834	1.93719449214801
495	14	835	2.9447085790114
496	14	837	4.07304718821292
497	14	832	4.89909130325296
498	14	839	3.97964268717782
499	14	840	3.21682680223366
500	14	841	3.97964268717782
501	14	844	1.65414116206842
502	14	845	1.89261323123856
503	14	849	2.5584747127001
504	14	843	1.25110677578726
505	14	855	1.48655865348914
506	14	856	1.91558309254409
507	14	864	1.48655865348914
508	14	865	1.64840933368143
509	14	866	3.77129830601203
510	14	861	1.76159293832073
511	14	869	1.93457108730301
512	14	877	1.93457108730301
513	14	888	1.89261323123856
514	14	894	3.40370497621279
515	14	907	6.09930354951522
516	14	908	1.16996229258508
517	14	909	5.2080545969252
518	14	910	8.56347492131009
519	14	912	4.05320714069441
520	14	914	3.77129830601203
521	14	915	4.9155373422163
522	14	916	1.64840933368143
523	14	917	1.40554055996979
524	14	919	2.41211593134452
525	14	918	7.31659058751517
526	14	921	2.15236892996483
527	14	923	7.62565792272348
528	14	924	5.8000289689639
529	14	949	1.06687417127871
530	14	1048	1.43638384646385
531	14	1050	2.96618380963461
532	14	1149	12.4381718010655
533	1149	14	18.4101083417422
534	14	1178	7.30817476541214
535	1178	14	19.5723130593589
536	1227	14	8.91904062633128
537	14	1259	3.3316402807683
538	14	1269	2.89624797853445
539	1269	14	4.84533712779456
540	1296	14	1.00400288146804
541	14	1300	1.57432286140513
542	1300	14	8.76628473869732
543	22	33	3.64360511499115
544	22	45	1.00687642721309
545	22	50	4.25984814698684
546	50	22	12.6586549550971
547	22	53	2.63895314946146
548	53	22	4.89774344876063
549	22	61	2.01505743592478
550	61	22	1.00440085841802
551	22	57	1.00687642721309
552	57	22	1.19860874811307
553	22	63	5.44251439186673
554	63	22	5.07226833675865
555	22	64	7.72182366427005
556	64	22	9.29377951026642
557	22	73	8.86061314156319
558	73	22	9.25764256038631
559	22	81	7.49774740097007
560	81	22	7.32068087563688
561	22	83	2.42925182198245
562	83	22	3.05093745830833
563	22	174	4.8482338042886
564	22	179	1.72145218262212
565	22	200	2.06264263975948
566	232	22	1.10603528586264
567	22	297	4.25984814698684
568	297	22	2.65169742484263
569	22	317	14.460588194771
570	317	22	25.5186276097132
571	22	329	4.25984814698684
572	329	22	10.7060202290567
573	22	333	1.3532894552006
574	333	22	1.53518163100008
575	22	335	19.5699824193647
576	335	22	16.5228096149283
577	22	338	1.00687642721309
578	338	22	2.17294918220773
579	22	339	9.33590973205893
580	339	22	19.0299669312152
581	22	340	9.75541812021387
582	340	22	14.6855355762781
583	22	344	1.00687642721309
584	22	431	2.06264263975948
585	22	481	2.06264263975948
586	481	22	3.68538438545239
587	22	489	2.06264263975948
588	489	22	1.7189424043555
589	22	543	2.06264263975948
590	22	545	3.95355512915615
591	545	22	4.16719070670177
592	22	548	13.1100375883632
593	548	22	7.69954913907821
594	22	571	12.6271371415975
595	571	22	7.71486382613537
596	22	598	2.63895314946146
597	598	22	2.37627040950312
598	22	680	2.06264263975948
599	680	22	4.43073498569673
600	22	690	14.460588194771
601	690	22	12.8565845176784
602	22	714	17.4064916967228
603	714	22	31.0108448459344
604	22	717	20.6271927421521
605	717	22	41.5333964771193
606	22	731	4.03766439041632
607	731	22	12.3146857154228
608	22	763	2.06264263975948
609	771	22	2.69406248399162
610	22	800	1.95979928547213
611	22	806	2.8035060199432
612	806	22	2.33682642870302
613	22	822	3.6592227200251
614	22	825	1.66441776148386
615	22	953	1.00687642721309
616	953	22	1.11139760055681
617	22	958	1.79541959705631
618	22	976	7.49774740097007
619	976	22	16.8661759992662
620	22	977	5.75370667584543
621	977	22	8.28638697952898
622	22	987	4.12372680401139
623	22	992	8.9022629120725
624	992	22	1.35781467514198
625	22	991	8.86061314156319
626	991	22	1.28339000638035
627	22	1022	2.06264263975948
628	22	1024	6.33074479458775
629	22	1098	1.3532894552006
630	1098	22	1.15020101431039
631	22	1130	4.12372680401139
632	1130	22	8.73759871192228
633	22	1147	1.55855698803858
634	22	1146	1.55855698803858
635	22	1149	24.8562168388405
636	1149	22	10.0664372312669
637	22	1183	2.06264263975948
638	22	1206	31.6505310998581
639	1206	22	7.18916906957862
640	22	1227	2.06264263975948
641	1227	22	15.153436878648
642	22	1235	2.63895314946146
643	1235	22	1.68848894128709
644	22	1258	11.2545260761429
645	1258	22	10.548108590878
646	22	1273	17.4064916967228
647	1273	22	22.5964729391874
648	22	1272	46.2452775885336
649	1272	22	16.3918779623329
650	22	1274	1.3532894552006
651	1274	22	1.22888273150994
652	22	1275	13.2437631509882
653	1275	22	19.3638138303757
654	22	1277	2.68162787411955
655	1277	22	1.22834750035873
656	22	1286	2.01505743592478
657	1286	22	3.55997768716802
658	25	259	1.83250549478786
659	259	25	2.56312986807662
660	25	351	4.97723469187086
661	351	25	3.69868880084733
662	25	356	3.55147733078561
663	356	25	51.4057539820893
664	355	25	8.14288045078131
665	357	25	1.38864909032012
666	25	358	4.0225071227596
667	358	25	35.3579283773834
668	25	361	2.7973723133498
669	361	25	1.75427129410127
670	25	363	2.99654414263912
671	363	25	1.53090665172932
672	25	364	2.68157860879541
673	364	25	1.46169404595669
674	25	366	4.08804130956864
675	366	25	2.64145734922653
676	25	370	1.77120584662566
677	370	25	1.34079620702575
678	25	404	2.38439752548072
679	404	25	1.73533647031839
680	25	410	3.69909642054015
681	410	25	2.97059351332198
682	25	417	3.69909642054015
683	417	25	2.8409722079773
684	25	445	3.69909642054015
685	445	25	4.07571255599511
686	25	487	1.72437663443382
687	487	25	1.14485178658007
688	25	522	1.27101346844541
689	25	525	1.27101346844541
690	25	536	1.27101346844541
691	25	541	1.27101346844541
692	25	552	10.298231928381
693	552	25	6.05348788478793
694	25	558	2.21607642439667
695	558	25	2.77941361412744
696	25	559	8.81376460278261
697	559	25	19.1996297752793
698	25	560	5.36666805155068
699	560	25	3.13554853520172
700	25	561	9.95566218683805
701	561	25	10.7771289842498
702	25	562	1.93226366761318
703	562	25	1.45555155288379
704	25	557	9.94127014928223
705	557	25	4.49072403560266
706	25	563	6.57855683838688
707	563	25	7.62628644793398
708	25	564	3.18018614760979
709	564	25	1.66153863755142
710	25	565	9.92692444144746
711	565	25	5.72083841547421
712	25	566	9.94127014928223
713	566	25	5.97772772375385
714	25	578	1.17823229963903
715	578	25	3.49289292901584
716	25	577	4.2297051714561
717	577	25	4.35770416395131
718	580	25	1.24402959899617
719	25	582	1.60644611309253
720	582	25	1.09083108961911
721	25	624	1.62062499483727
722	624	25	1.74983002394273
723	25	625	8.86723650482662
724	625	25	5.2893270222362
725	25	744	1.27101346844541
726	25	747	1.27101346844541
727	25	748	1.27101346844541
728	25	750	5.22639241352395
729	750	25	2.25164410994304
730	25	742	3.69909642054015
731	742	25	1.66442147923947
732	25	755	5.22639241352395
733	755	25	2.26590614429973
734	25	757	1.27101346844541
735	25	758	3.69909642054015
736	758	25	1.40568954653539
737	25	761	2.38439752548072
738	761	25	1.06104796265049
739	25	822	3.52119495885188
740	822	25	9.33606589223759
741	25	828	3.16644025729935
742	828	25	1.24422566025234
743	25	829	7.05457959453514
744	829	25	2.52908399481163
745	25	833	3.55147733078561
746	833	25	1.59057222820833
747	25	834	7.14857664333041
748	834	25	2.77318610345481
749	25	835	3.18018614760979
750	835	25	1.30762545390456
751	25	837	5.00934325162636
752	837	25	1.87718836400394
753	25	838	9.95566218683805
754	838	25	3.61377424821484
755	25	832	3.23471986420951
756	832	25	1.30179245928723
757	25	839	2.25025341948492
758	25	840	3.8705649351445
759	840	25	1.54717571673042
760	25	841	1.85466598714298
761	25	845	1.47993321253136
762	25	849	5.02410788197915
763	849	25	2.145632469069
764	25	858	1.47993321253136
765	25	865	3.8705649351445
766	865	25	1.39367089646358
767	25	870	4.24852564413048
768	870	25	1.57358161067952
769	25	877	1.8013929329068
770	25	888	5.02410788197915
771	888	25	1.7899825462817
772	25	893	1.49190825010608
773	25	907	1.91217668697381
774	25	908	1.34072384938835
775	25	910	3.52076725982737
776	910	25	1.33703485146529
777	25	911	2.21445970823091
778	911	25	1.0452294007261
779	25	912	3.52076725982737
780	912	25	1.42781301605481
781	25	914	3.18018614760979
782	914	25	1.23014809806481
783	25	915	5.76762418112408
784	915	25	2.22912393794747
785	25	916	8.01349094799663
786	916	25	3.03676705455679
787	25	917	4.59845345799468
788	917	25	1.86467822751021
789	25	919	2.84882638097143
790	919	25	1.1632601091924
791	25	918	3.18018614760979
792	918	25	1.24264717308572
793	25	924	1.07376960093609
794	25	936	3.01700173342547
795	936	25	1.55954473522658
796	951	25	1.14080737755638
797	949	25	1.0149637804304
798	956	25	1.21532807739096
799	958	25	1.50966131043759
800	25	1043	4.97132665699274
801	1043	25	2.44260832973915
802	25	1048	3.07901444195967
803	1048	25	1.95403225467378
804	25	1050	2.72960129451711
805	1050	25	1.35981824650338
806	25	1058	1.27101346844541
807	25	1063	4.43341870341581
808	1063	25	3.19438950622597
809	25	1068	7.05186640707781
810	1068	25	4.86435647633449
811	1205	25	1.31869921183012
812	25	1259	4.74487643556044
813	1259	25	1.95096293213879
814	1265	25	1.22781460091839
815	25	1290	7.05968446512994
816	1290	25	5.8967178717643
817	30	31	96.9542108484585
818	31	30	355.530780204574
819	30	40	9.89193496707424
820	40	30	1.14187521058129
821	30	33	8.57665712620679
822	33	30	1.30574976191029
823	30	41	5.69896714265233
824	41	30	1.36493367873074
825	30	45	2.34748478532609
826	30	52	3.08312850427673
827	30	58	4.70206475251259
828	58	30	1.10738321475356
829	30	59	11.4221203157407
830	59	30	2.56622423053665
831	30	62	19.1554667095877
832	62	30	2.99970486363196
833	30	159	4.76131595113741
834	30	164	16.6093840674182
835	164	30	1.38976739187412
836	30	166	17.610414509433
837	166	30	1.29562923281616
838	30	176	7.97466362679673
839	30	183	2.34748478532609
840	30	184	5.69896714265233
841	30	180	8.57665712620679
842	30	189	10.4212972127364
843	30	195	1.53817693929594
844	30	404	15.6494720260282
845	30	413	4.94827196041223
846	30	415	4.94827196041223
847	30	416	4.94827196041223
848	30	420	4.94827196041223
849	30	421	4.94827196041223
850	30	424	15.6494720260282
851	424	30	1.26304136458271
852	30	426	4.94827196041223
853	30	434	15.6494720260282
854	434	30	1.03587547201718
855	30	425	4.94827196041223
856	30	437	4.94827196041223
857	30	439	4.94827196041223
858	30	446	4.94827196041223
859	30	448	15.6494720260282
860	448	30	1.16015117738139
861	30	529	15.6494720260282
862	529	30	1.27124081066577
863	30	532	7.97466362679673
864	30	540	4.94827196041223
865	30	541	4.94827196041223
866	30	656	6.27287456580432
867	656	30	4.74378150136564
868	30	686	4.94827196041223
869	686	30	3.21677060827309
870	30	721	1.34826693898995
871	30	739	1.34826693898995
872	30	927	6.27418649404723
873	30	926	1.39344942276281
874	30	1017	29.4470883648239
875	1017	30	1.79250442796965
876	30	1020	15.6494720260282
877	1020	30	1.23515787028042
878	30	1015	4.94827196041223
879	30	1022	15.6494720260282
880	1022	30	1.24497380824674
881	30	1025	15.6494720260282
882	1025	30	1.28164105075705
883	30	1027	29.4470883648239
884	1027	30	1.65145540421964
885	30	1029	4.94827196041223
886	30	1050	1.14361538204828
887	30	1077	1.34826693898995
888	1077	30	1.22151605041026
889	30	1099	1.34826693898995
890	30	1102	1.85862758702244
891	30	1135	3.18472532958362
892	31	58	1.48378330089045
893	31	222	1.26663624896251
894	31	353	4.70950646975445
895	31	404	17.4456639263963
896	31	407	17.4456639263963
897	31	411	17.4456639263963
898	31	403	56.172764339675
899	403	31	2.09732049861073
900	31	416	17.4456639263963
901	31	422	17.4456639263963
902	31	446	17.4456639263963
903	31	465	4.70950646975445
904	31	674	12.7642932202909
905	674	31	1.58645509123386
906	31	733	2.25728453236528
907	31	1050	1.1048824042439
908	35	37	4.75902713825113
909	37	35	1.19732927027308
910	35	39	3.76335305816577
911	39	35	1.30649519219047
912	35	40	11.8726316185974
913	40	35	1.58996824558093
914	35	33	4.34001349365519
915	35	41	37.7815134241338
916	41	35	10.3841244832169
917	35	42	10.1038072759319
918	42	35	25.9856178110794
919	35	44	6.65338234551411
920	44	35	5.21235384729806
921	35	45	1.55485528992067
922	35	47	1.55485528992067
923	47	35	5.07370903744674
924	35	48	20.351154560392
925	48	35	14.6911046324407
926	35	49	36.5314841872181
927	49	35	31.4988419565125
928	35	50	13.0875819716406
929	50	35	43.7869102869141
930	35	51	3.23807866201666
931	51	35	15.4168567965384
932	35	52	5.54912712265953
933	52	35	1.5800695896332
934	53	35	1.17045506128099
935	35	54	10.2913633981776
936	54	35	7.76265344880135
937	35	55	3.76335305816577
938	55	35	2.71330496913041
939	35	56	7.51924804408066
940	56	35	5.07913556822406
941	35	58	21.5787172064522
942	58	35	5.84305497642323
943	35	59	2.85172584024514
944	35	60	12.4986834858755
945	60	35	5.83622946692333
946	35	61	9.97586618952686
947	61	35	5.44479358042159
948	35	57	1.55485528992067
949	57	35	2.03115819118393
950	35	62	5.84471332584507
951	62	35	1.08355338212968
952	35	63	4.34001349365519
953	63	35	4.4149173745998
954	35	64	6.84917525117105
955	64	35	8.95738718498482
956	35	206	1.07044307360745
957	35	324	2.10111317759463
958	35	335	9.07033640658956
959	335	35	8.20928160174392
960	35	550	1.23391926431706
961	35	572	1.02273847608487
962	35	694	3.23807866201666
963	35	692	22.0545706269323
964	692	35	47.366283064336
965	35	701	10.1038072759319
966	701	35	10.5642109774221
967	706	35	2.0780334054953
968	35	711	2.10111317759463
969	711	35	1.52137047788262
970	35	721	3.23807866201666
971	35	733	1.55485528992067
972	35	769	2.04807818306558
973	769	35	1.26017978223787
974	35	960	1.55485528992067
975	960	35	6.31044833481271
976	35	971	8.68676402492094
977	971	35	6.40127639901237
978	35	966	39.933976677915
979	966	35	42.5041024572255
980	35	973	11.8726316185974
981	973	35	7.07851784177668
982	1075	35	2.03647998904959
