id	disease_a_id	disease_b_id	relative_risk
449	3	47	2.06026775330689
450	47	3	1.12149056622737
451	3	62	1.91523349062184
452	62	3	1.08203102966539
453	3	75	5.17634654768461
454	3	92	2.17014648834479
455	3	104	1.56880011146327
456	3	108	2.28675091591889
457	3	109	2.63412920027657
458	3	117	11.207054486269
459	117	3	3.81527997696544
460	3	125	3.55422511296242
461	125	3	5.70693359118865
462	3	135	7.94180793910447
463	135	3	5.09289309823843
464	4	17	1.11001529235817
465	33	4	1.36272332222578
466	4	35	1.26131754201152
467	4	38	1.30367259569695
468	4	39	5.36516901128399
469	4	40	1.03690744363822
470	4	44	1.30689502356986
471	4	50	1.46433143932593
472	4	54	2.81572782753212
473	54	4	2.66044234385917
474	4	59	2.1395693806398
475	63	4	1.00745716537186
476	66	4	3.50068421800588
477	4	76	1.06699715890947
478	4	78	1.50567627432651
479	78	4	3.94197585584619
480	81	4	6.58861609909757
481	82	4	1.57070623577577
482	4	105	1.2409349458728
483	4	107	1.00551899803974
484	4	115	1.41993901954494
485	115	4	1.42384180293571
486	4	121	1.03194968992816
487	4	125	1.0295933074879
488	125	4	1.6334645883923
489	4	127	1.1608075014012
490	4	135	1.19123539184933
491	5	7	5.53105881403969
492	5	13	1.31479228601534
493	5	22	3.21357072800565
494	22	5	1.15754090496352
495	5	28	1.90783459881752
496	5	34	1.76397069564885
497	34	5	1.04581026219417
498	5	39	3.76898600352675
499	5	41	3.654220067826
500	5	43	1.0927056613145
501	5	46	1.16961614451231
502	5	60	1.63739799997769
503	5	64	1.17547634043524
504	64	5	1.29582896781188
505	5	70	3.08652468115733
506	5	79	2.84835883728161
507	79	5	2.24530771549461
508	5	80	1.47424049485918
509	80	5	1.48047986936823
510	5	97	2.44883591671313
511	97	5	1.73020203071034
512	5	98	2.60084052067355
513	5	101	1.39954292943884
514	5	104	3.32242661532764
515	5	110	2.43961697546771
516	5	111	1.1206918019368
517	5	113	6.66432653554492
518	113	5	1.13207773575107
519	5	117	2.94316258745637
520	5	126	2.63207333508117
521	126	5	3.40280938832784
522	5	129	1.01766670430251
523	5	132	1.32045349228052
524	8	6	1.77838185643985
525	6	9	1.64377027583393
526	9	6	1.63414964603705
527	15	6	7.56911248688459
528	6	18	1.70179281986857
529	18	6	3.10494233368438
530	19	6	1.2035878745421
531	21	6	1.0272174425775
532	6	23	3.51138903294667
533	23	6	1.92448687605994
534	6	26	2.80072972319876
535	26	6	2.59505371929057
536	6	30	1.00151621082604
537	30	6	1.22400640261447
538	6	32	2.01315245597579
539	32	6	12.9218761267766
540	33	6	3.52661754368014
541	35	6	1.4836574724937
542	6	37	2.3789243005202
543	37	6	1.62989333485861
544	6	42	1.39888314437994
545	42	6	2.14528616659305
546	6	45	2.00408231402037
547	45	6	1.26924635951987
548	47	6	2.73999459497511
549	6	50	2.42938593945371
550	51	6	3.77122049713677
551	6	53	3.67457891336441
552	53	6	3.29479695151477
553	6	55	3.48824799971248
554	55	6	3.03157864006891
555	57	6	1.60592507018387
556	6	58	3.11774083471514
557	58	6	2.63580918984684
558	6	60	1.10416713175713
559	67	6	1.86320337199934
560	6	68	2.12363985391381
561	68	6	2.42796393402345
562	71	6	1.83388653224942
563	6	72	2.95402399884669
564	72	6	1.91090204900493
565	6	73	4.08066819905058
566	73	6	2.09158274445632
567	6	75	2.85842381993741
568	75	6	2.08423210430742
569	6	76	4.219738421059
570	76	6	2.41684096644504
571	79	6	1.41982457284299
572	6	85	2.75431164065056
573	85	6	1.86266035654063
574	6	86	4.28086650338147
575	86	6	2.51392414582285
576	6	88	1.51001739369545
577	88	6	1.26091608310064
578	90	6	1.00816311143334
579	6	92	2.13589278245613
580	92	6	1.99670508245654
581	103	6	1.57623094462128
582	6	104	1.75324531070824
583	104	6	1.51449777236031
584	6	105	2.78152562462992
585	105	6	2.07344697362012
586	6	106	3.61876923286582
587	106	6	2.02073743994534
588	112	6	1.78926299852737
589	6	114	1.45974704935829
590	114	6	7.31224585387038
591	116	6	2.27775453776056
592	6	122	3.81345255975463
593	122	6	1.98608271889835
594	125	6	1.5412996447518
595	6	127	1.41625317369461
596	127	6	1.28548231480448
597	133	6	1.82753275017661
598	136	6	1.39324745691359
599	7	9	2.27285252342511
600	9	7	1.21393561484518
601	16	7	2.22478733990209
602	7	21	1.6300561967918
603	21	7	3.75763989782274
604	22	7	1.08966519685561
605	7	23	1.88121647540564
606	24	7	2.65886225588761
607	7	25	1.89802348513221
608	25	7	1.47909250735517
609	28	7	1.18408158400096
610	7	33	2.66509301577416
611	33	7	13.1615102347272
612	34	7	1.00491052268964
613	7	36	1.19214088879494
614	36	7	5.41982254916373
615	7	37	1.97340162334933
616	7	38	2.50852328124865
617	38	7	1.73503661556628
618	7	40	2.19849133568772
619	40	7	1.17280155020744
620	7	52	2.00806925708456
621	52	7	3.2777161265168
622	7	60	1.9746955744952
623	62	7	1.46180469031312
624	66	7	2.38762755392321
625	70	7	1.31141262079773
626	7	72	1.3419320773937
627	7	73	1.16572242102663
628	7	81	1.06619345203145
629	81	7	3.78168991044327
630	83	7	4.22033252707964
631	7	88	1.67210203251866
632	91	7	1.00552003972004
633	101	7	1.05805707739656
634	7	102	2.26643583644133
635	102	7	2.13795548161271
636	7	104	1.3246977249535
637	7	113	4.6940009752816
638	113	7	4.73835402502881
639	7	117	1.04094622202159
640	117	7	1.25238515587186
641	7	122	1.71979953397605
642	7	124	4.46424419636344
643	124	7	7.87766101869986
644	125	7	1.14478743024502
645	126	7	1.58216415166533
646	7	127	2.41623825711729
647	127	7	1.16950037759308
648	128	7	1.04691613757419
649	7	134	2.15969822846689
650	134	7	1.35248672152518
651	8	10	1.31974614869764
652	8	11	1.35305690651141
653	8	13	2.21637480692056
654	8	15	1.79609885439172
655	15	8	1.96538919946252
656	8	17	3.01637394703037
657	8	31	3.61086929977408
658	8	34	1.44777838730069
659	8	48	1.48004820698458
660	48	8	1.79431097103123
661	8	51	4.65028369047974
662	51	8	3.74467458271009
663	8	53	2.19096798692924
664	8	56	2.57261424620802
665	56	8	1.82169112543538
666	8	57	1.58622508927013
667	8	65	5.03653600072469
668	65	8	1.83977961763919
669	8	74	1.0637144928532
670	8	80	1.02583327881194
671	8	82	1.59420283096631
672	8	84	9.53651383858321
673	84	8	1.66507921990311
674	8	90	2.15944354322707
675	8	94	2.27644217895968
676	8	96	2.24472144989259
677	96	8	3.9300492656553
678	8	98	6.71449174257429
679	8	112	3.19880709853331
680	112	8	1.17973971499554
681	8	116	2.81275563643784
682	116	8	1.13499789549742
683	8	119	2.38869047574305
684	119	8	1.23680391719194
685	8	124	2.51303725805048
686	8	126	2.14551359302242
687	126	8	1.91718602045733
688	8	132	8.13018748703268
689	132	8	2.47015870403265
690	8	133	2.59683813561482
691	133	8	1.63901057206678
692	9	13	1.78114060304449
693	13	9	4.97619567947892
694	25	9	1.21175688572439
695	9	26	1.47457583058229
696	26	9	1.37513604384067
697	9	35	1.44476834854603
698	35	9	2.48413587209487
699	9	36	1.1270939582248
700	36	9	9.7290575414681
701	9	37	1.94250714405635
702	37	9	1.35192184957449
703	9	40	1.95157063668525
704	40	9	1.94916716955156
705	41	9	1.41403325950967
706	9	45	1.04808421408434
707	49	9	1.38102445935078
708	9	53	6.71584842391549
709	53	9	5.87566349120282
710	9	54	1.18420461307165
711	54	9	6.84266057763344
712	9	55	5.77290635945378
713	55	9	4.92377121848776
714	9	58	1.31037083085126
715	58	9	1.10052687602636
716	9	59	3.04669583132227
717	59	9	5.91758913365417
718	9	60	1.37185557116723
719	60	9	1.07105736437427
720	62	9	2.41022458300923
721	63	9	2.47222257681976
722	9	65	1.10344664900607
723	65	9	6.07370947554579
724	72	9	1.14338351966584
725	9	73	1.95122219056788
726	73	9	1.02953786320212
727	9	75	1.09390152222246
728	9	76	1.62013216018924
729	81	9	2.09600499792601
730	9	84	2.27353467680274
731	84	9	6.21289848323226
732	86	9	2.25050497866927
733	9	88	1.24505998647456
734	88	9	1.06002323576615
735	93	9	2.75794357623483
736	94	9	1.54734240653985
737	103	9	2.7638358902246
738	9	104	2.70376003585507
739	104	9	2.2771094677268
740	9	105	2.71589954223632
741	105	9	2.03037994631504
742	9	106	1.92346420101097
743	106	9	1.07921389985689
744	9	107	1.44476834854603
745	107	9	1.78482068945229
746	9	108	1.77479691860396
747	108	9	1.53934384675361
748	9	109	1.93146034423273
749	109	9	1.90496783973533
750	113	9	1.13265814780148
751	117	9	1.05297974063446
752	118	9	1.00516834638915
753	9	122	1.82317116779154
754	9	127	3.31312851575575
755	127	9	2.97786037092409
756	128	9	1.73660402103847
757	130	9	1.1354987738609
758	9	134	3.16136934773279
759	134	9	3.70645753235213
760	10	14	3.46251104715508
761	14	10	1.31899963051661
762	10	17	2.62739472547517
763	10	18	2.23665230256593
764	10	30	3.02894565422454
765	10	36	1.27442078674998
766	36	10	1.64851098076646
767	10	39	18.7918326859335
768	39	10	3.12442732840501
769	10	41	1.74154726475281
770	10	42	1.04197654530711
771	10	44	1.47087018096123
772	10	50	2.01710852586188
773	10	57	2.26935181679009
774	57	10	2.48820238165778
775	10	60	4.69705676335314
776	10	78	7.59130389498251
777	78	10	18.1990724280261
778	10	82	1.40308166854761
779	82	10	1.63025026275591
780	10	85	2.7273190113143
781	10	98	2.28075975128247
782	10	105	1.756129174193
783	10	107	7.43335146495778
784	107	10	1.38451360988276
785	10	108	1.77598773873211
786	10	109	4.69789815920705
787	10	110	9.55728778884123
788	110	10	2.34909216475389
789	10	114	2.60360023208023
790	114	10	1.86870440356469
791	10	116	2.49924753424988
792	116	10	2.31209096582064
793	10	121	4.10563795577738
794	121	10	1.34971197629689
795	126	10	1.14850704213042
796	10	130	1.27442078674998
797	130	10	1.10967393939359
798	10	136	1.81348395147362
799	11	17	10.4425258428869
800	17	11	1.64565111350606
801	11	43	1.037134464023
802	43	11	1.24106672803473
803	11	44	7.34746888905258
804	44	11	1.14939942540201
805	11	47	8.42175481135271
806	47	11	4.73499152325975
807	11	50	4.50842335225255
808	11	76	1.02753390518302
809	11	87	7.60570750527357
810	87	11	1.13085083330511
811	11	98	5.90097689471887
812	98	11	1.29164966373308
813	100	11	2.72867234657617
814	11	106	3.34752460222847
815	11	111	2.77261201379197
816	111	11	3.25209989608512
817	11	124	1.34355142366491
818	11	132	1.63604670881083
819	132	11	1.19116623811252
820	133	11	1.37878362027612
821	12	21	1.40219588993661
822	12	26	1.40523912482848
823	12	28	10.0819482919021
824	28	12	3.98303781464616
825	12	41	4.32965514897541
826	12	53	1.52295709317206
827	12	54	4.34967118259224
828	54	12	2.03242585219365
829	12	56	1.39743962565028
830	56	12	1.20903302105012
831	12	59	1.02354284437641
832	12	66	1.69106311470291
833	12	68	2.12779143100282
834	12	80	4.83599521246608
835	80	12	4.29235719540948
836	12	99	1.21373292407773
837	12	101	2.98305528509321
838	12	102	1.53400739917698
839	12	104	3.67500665260542
840	12	112	1.58982642296985
841	12	115	2.42392021974746
842	115	12	1.20365628268389
843	12	116	1.13431424529238
844	13	14	1.23011428731091
845	14	13	1.10817755722219
846	13	17	3.26773091239482
847	17	13	1.46988820613556
848	13	27	1.01878064004715
849	27	13	1.82116119119046
850	13	37	1.02433983010146
851	13	39	3.85880318506452
852	39	13	1.56117987299608
853	13	44	2.48174231893244
854	13	50	3.90998102913981
855	13	53	1.35273697971989
856	13	59	1.11546393377075
857	13	60	7.00388223882902
858	60	13	1.9616121279851
859	62	13	1.14135598524669
860	13	75	2.23295508729319
861	13	76	2.36628449653587
862	13	84	5.24407009622413
863	84	13	5.12107038575878
864	13	88	1.30015730358709
865	13	94	2.82352015254419
866	94	13	3.08788674245548
867	96	13	3.42889766874979
868	13	98	6.70037472919111
869	98	13	3.39188662083984
870	13	105	12.8243448265042
871	105	13	2.9227427812018
872	13	106	2.28571022529272
873	13	107	1.01878064004715
874	13	108	2.78287509766447
875	13	109	2.15270221453596
876	13	110	2.06298305957335
877	110	13	1.24186852062084
878	13	116	2.09880146911079
879	116	13	4.66370628292525
880	13	127	2.56631947454981
881	13	129	1.3077884555974
882	13	132	1.27893439881615
883	132	13	2.16723686575751
884	13	134	3.75609709273875
885	134	13	1.57596657414092
886	14	30	4.26609431212764
887	30	14	2.07761241803349
888	14	38	1.80499420910875
889	14	39	8.38665193303569
890	39	14	3.74107230993223
891	14	40	1.84341694588408
892	14	41	4.76183082790798
893	41	14	2.96861404651414
894	14	45	1.91224880531717
895	14	50	1.45465537798747
896	14	60	7.40332465236647
897	60	14	2.29726545577713
898	14	67	1.22982511347228
899	67	14	1.63008929685956
900	14	75	1.00277525145706
901	78	14	2.08935043613535
902	14	84	1.60453177205437
903	84	14	1.7390625961331
904	14	85	2.76073058646536
905	14	88	6.63358380397969
906	88	14	1.85568145184646
907	14	89	3.6320287201568
908	89	14	1.48274054955924
909	14	94	1.04132598148716
910	94	14	1.27135498029284
911	14	98	1.18677888548365
912	14	104	1.2787638775041
913	14	105	3.54327725534929
914	105	14	1.03871194786299
915	14	107	2.25161158859959
916	107	14	1.10785059981442
917	14	108	4.69520556780473
918	108	14	1.61876164828741
919	14	109	3.24250341811294
920	109	14	1.27297401677112
921	14	110	4.23907132610462
922	110	14	2.8086545932696
923	14	116	1.2885415877888
924	116	14	3.15477747378377
925	14	121	4.45268120415251
926	121	14	3.84160775879961
927	124	14	1.22114120932122
928	14	127	1.53750055162552
929	14	129	2.22051830860397
930	129	14	1.50206349691894
931	130	14	1.40181939423392
932	14	134	2.66971390683135
933	134	14	1.24547301856341
934	14	135	1.35146857009304
935	135	14	2.24641697711755
936	15	17	1.68621071856551
937	15	19	1.10950132462054
938	15	25	1.08094233145803
939	15	31	1.00303068180853
940	15	36	3.49557258826095
941	36	15	1.80845064641283
942	15	47	1.68886644177016
943	15	48	5.69716631322281
944	48	15	6.33293842441636
945	15	53	5.77975484533629
946	15	56	2.36446957771536
947	56	15	1.53237803780331
948	15	57	3.54451852011414
949	57	15	1.55332715305508
950	15	59	2.8755637780769
951	15	61	2.11531436978438
952	15	63	16.9114970700223
953	63	15	7.26669805246966
954	15	65	1.77177924041448
955	15	76	1.35545222784335
956	15	85	1.79923712822068
957	15	87	2.26166112513194
958	15	91	1.10950132462054
959	15	94	3.03303279738635
960	15	112	2.5648963356961
961	15	114	23.3601131773847
962	114	15	6.71048862819472
963	15	131	1.06908660574323
964	15	132	7.16350085009702
965	132	15	1.99307938761748
966	15	133	15.8836704636109
967	133	15	8.32442567812966
968	16	23	1.90922845820632
969	16	35	1.21965187825604
970	16	38	1.13346430919865
971	16	40	1.81938845878757
972	16	44	1.0009755630229
973	16	47	1.15190211027104
974	56	16	1.17361332347391
975	16	67	1.09325420709435
976	16	72	1.02775822316665
977	16	73	2.74602349149021
978	77	16	2.15197057104372
979	80	16	1.48538512032825
980	82	16	1.27024210349753
981	16	85	1.71002234695913
982	16	86	1.73301469294308
983	16	91	1.65421836613539
984	91	16	1.37180493220486
985	16	92	1.24887562719967
986	16	102	1.34605617725136
987	16	113	1.9735503265064
988	16	119	2.40244546284717
989	119	16	2.61205749540157
990	16	122	2.65402647019688
991	16	127	1.52877667953289
992	33	17	1.02406443255013
993	17	37	1.5251273521869
994	17	39	1.67218675232279
995	39	17	1.41598974646914
996	17	44	9.73203738170408
997	44	17	9.04132546885245
